nombre,tipo_eleccion,votos_totales,n_registros
MOVIMIENTO UNIDOS POR COLOMBIA,Alcaldía Municipal,3493,2
MOVIMIENTO UNIDOS POR SAMANA,Alcaldía Municipal,5995,1
MOVIMIENTO UNIDOS POR YALI,Alcaldía Municipal,964,1
MOVIMIENTO UNIDOS TODOS POR LA ESTRELLA,Concejo Municipal,1197,16
MOVIMIENTO UNION CRISTIANA - UC,Concejo Municipal,286904,2345
MOVIMIENTO UNION CRISTIANA - UC,Senado,217164,17832
MOVIMIENTO UNION CRISTIANA - UC,Asamblea Departamental,197679,7126
MOVIMIENTO UNION CRISTIANA - UC,Camara de Representantes,119134,2646
MOVIMIENTO UNION CRISTIANA - UC,Gobernaci??n,63049,158
MOVIMIENTO UNION CRISTIANA - UC,Alcaldía Municipal,35822,26
MOVIMIENTO UNION CRISTIANA - UC,C??mara de Representantes,32831,2734
MOVIMIENTO UNION CRISTIANA - UC,Presidencia Primera Vuelta,30718,1084
MOVIMIENTO UNION DEMOCRATICA GALANISTA,Camara de Representantes,5130,332
MOVIMIENTO UNION NACIONAL POR LA SEGURIDAD,Alcaldía Municipal,72202,11
MOVIMIENTO UNION NACIONAL POR LA SEGURIDAD,Asamblea Departamental,53892,1620
MOVIMIENTO UNION NACIONAL POR LA SEGURIDAD,Concejo Municipal,37244,293
MOVIMIENTO UNION SOCIAL POR FILANDIA,Concejo Municipal,209,5
MOVIMIENTO UNIONISTA,Alcaldía Municipal,1135027,280
MOVIMIENTO UNIONISTA,Concejo Municipal,242390,3772
MOVIMIENTO UNIONISTA,Asamblea Departamental,239272,9123
MOVIMIENTO UNIONISTA,C??mara de Representantes,88036,1670
MOVIMIENTO UNIONISTA,Senado,85713,9416
MOVIMIENTO UNIONISTA,Gobernaci??n,58460,105
MOVIMIENTO UNITARIO METAPOLITICO - MUM,Camara de Representantes,120559,4903
MOVIMIENTO UNITARIO METAPOLITICO - MUM,Senado,109966,17140
MOVIMIENTO UNITARIO METAPOLITICO - MUM,Presidencia,84346,2123
MOVIMIENTO UNITARIO METAPOLITICO - MUM,Asamblea Departamental,82260,5170
MOVIMIENTO UNITARIO METAPOLITICO - MUM,Presidencia Primera Vuelta,77920,2209
MOVIMIENTO UNITARIO METAPOLITICO - MUM,Concejo Municipal,73942,441
MOVIMIENTO UNITARIO METAPOLITICO - MUM,Gobernaci??n,29496,344
MOVIMIENTO UNITARIO METAPOLITICO - MUM,Alcaldía Municipal,22798,12
MOVIMIENTO UNITARIO METAPOLITICO - MUM,Alcaldia,10472,1
MOVIMIENTO VAMOS INDEPENDIENTES,Concejo Municipal,12807,20
MOVIMIENTO VAMOS IPIALES,Alcaldía Municipal,13095,1
MOVIMIENTO VIA ALTERNA,Concejo Municipal,89483,670
MOVIMIENTO VIA ALTERNA,C??mara de Representantes,85110,1346
MOVIMIENTO VIA ALTERNA,Asamblea Departamental,32922,1810
MOVIMIENTO VIA ALTERNA,Alcaldía Municipal,22275,27
MOVIMIENTO VIVE,Concejo Municipal,898,10
MOVIMIENTO VIVE,Alcaldía Municipal,777,1
MOVIMIENTO VOLUNTAD POPULAR,Gobernaci??n,291155,44
MOVIMIENTO VOLUNTAD POPULAR,Concejo Municipal,239059,2013
MOVIMIENTO VOLUNTAD POPULAR,Asamblea Departamental,217781,1918
MOVIMIENTO VOLUNTAD POPULAR,Alcaldía Municipal,161649,41
MOVIMIENTO VOLUNTAD POPULAR,C??mara de Representantes,105299,2138
MOVIMIENTO VOLUNTAD POPULAR,Camara de Representantes,74807,92
MOVIMIENTO VOLUNTAD POPULAR,Senado,63533,4592
MUDEVISA,C??mara de Representantes,315,20
MUJER CON SENTIDO SOCIAL,Alcaldía Municipal,627,1
MUJERES AL PODER,Concejo Municipal,135,13
MUJERES VISIONARIAS,C??mara de Representantes,368,21
MULTIETNIA COLOMBIA,Senado,7057,1930
N.A.D.I.E.,Concejo Municipal,1000,6
NACIONAL COMUNIDADES NEGRAS PALENQUE AFR,Senado,13793,2156
NACIONAL COMUNIDADES NEGRAS PALENQUE AFR,Camara de Representantes,7402,134
NARINO CON FUTURO,Concejo Municipal,1426,8
NIMAIMA CON VISION EMPRESARIAL,Concejo Municipal,271,5
NUESTRA DECISION,Alcaldía Municipal,2519,1
NUESTRO COMPROMISO ES TAME,Alcaldía Municipal,4155,1
NUESTRO COMPROMISO ES VILLANUEVA,Alcaldía Municipal,2545,1
NUESTRO COMPROMISO GRANADA,Alcaldía Municipal,4973,1
NUEVA CIUDADANIA,Concejo Municipal,7154,17
NUEVA FUERZA CIUDADANA,Concejo Municipal,411,7
NUEVA FUERZA COLEGIUNA,Alcaldía Municipal,4449,1
NUEVA FUERZA DEMOCRATICA EQUIPO UNIONISTA,Senado,61134,2114
NUEVA GENERACION,Concejo Municipal,632,6
NUEVA GRANADA,Concejo Municipal,3337,16
NUEVO PARTIDO,Alcaldía Municipal,321333,107
NUEVO PARTIDO,Concejo Municipal,306974,1892
NUEVO PARTIDO,Asamblea Departamental,293112,3658
NUEVO PARTIDO,Gobernaci??n,204792,125
NUEVO PROYECTO,Senado,13879,2114
OBSERVATORIO DE MOVS. SOC. PACES Y CONFLICTOS WRAMBA FXIW,C??mara de Representantes,8769,70
OCAMONTE PRIMERO,Alcaldía Municipal,367,1
OCAMONTE SOMOS TODOS,Alcaldía Municipal,2324,1
ODENCAN,C??mara de Representantes,2623,3374
OPCION FUTURO,Asamblea Departamental,20857,545
OPCION FUTURO,Concejo Municipal,8320,20
OPCION HUILA,C??mara de Representantes,22794,183
OPCION SALGAR,Alcaldía Municipal,766,1
ORCONE F.C.C.N,C??mara de Representantes,11921,4052
ORGANIZACION ANCESTRICA AFROCOLOMBIANA - OANAC,C??mara de Representantes,9077,3757
ORGANIZACION CONVIVENCIA PACIFICA,C??mara de Representantes,1266,384
ORGANIZACION DE COMUNIDADES NEGRAS EN ANTIOQUIA - ESTUDIANTES PALENKEROS,C??mara de Representantes,2665,463
ORGANIZACION DE LAS ETNIAS AFROCOLOMBIANAS RESIDENTES EN EL DEPARTAMENTO DE CORDOBA - OEACOR,C??mara de Representantes,18367,800
ORGANIZACION DE MUJERES AFROCOLOMBIANAS,C??mara de Representantes,4488,616
ORGANIZACION ETNICA COMUNITARIA AFROCOLOMBIANA - OECA,C??mara de Representantes,16306,5734
ORGANIZACION ETNICA DE COMUNIDADES AFROS LOS PALENKES,C??mara de Representantes,9285,890
ORGANIZACION INDIGENA GONAWIHCUA TAYRONA,C??mara de Representantes,40040,5558
ORGANIZACION NACIONAL INDIGENA DE COLOMBIA - ONIC,Senado,30020,2092
ORGANIZACION NACIONAL INDIGENA DE COLOMBIA - ONIC,Concejo Municipal,1485,11
ORGANIZACION PARA LA PAZ NACIONAL,Presidencia Primera Vuelta,3817,1125
ORGANIZACION SOCIAL DE COMUNIDADES NEGRAS - ANGELA DAVIS,C??mara de Representantes,4361,464
ORGANIZACION SOCIAL DE COMUNIDADES NEGRAS - NELSON MANDELA,C??mara de Representantes,1619,1341
ORGANIZACIÓN DE ETNIAS AFRODESCENDIENTES DE NUEVO TAY MUNICIPIO DE TIERRALTA CORDOBA - AFROTAY,C??mara de Representantes,435,15
OTRA SANTA MARTA ES POSIBLE,Alcaldía Municipal,13850,1
OTRA SANTA MARTA ES POSIBLE,Concejo Municipal,11818,20
OTROS PARTIDOS O MOVIMIENTO DE 1994,Alcaldía Municipal,619258,47
OTROS PARTIDOS O MOVIMIENTO DE 1994,Asamblea Departamental,79891,1370
OTROS PARTIDOS O MOVIMIENTO DE 1994,Camara de Representantes,36362,4
OTROS PARTIDOS O MOVIMIENTO DE 1994,Gobernaci??n,25299,26
OTROS PARTIDOS O MOVIMIENTOS DE 1958,Presidencia,267,835
OTROS PARTIDOS O MOVIMIENTOS DE 1962,Presidencia,509,920
OTROS PARTIDOS O MOVIMIENTOS DE 1966,Presidencia,595,961
OTROS PARTIDOS O MOVIMIENTOS DE 1970,Asamblea Departamental,89768,1450
OTROS PARTIDOS O MOVIMIENTOS DE 1970,Presidencia,11,992
OTROS PARTIDOS O MOVIMIENTOS DE 1972,Concejo Municipal,36290,913
OTROS PARTIDOS O MOVIMIENTOS DE 1974,Concejo Municipal,7318,918
OTROS PARTIDOS O MOVIMIENTOS DE 1974,Asamblea Departamental,3543,1114
OTROS PARTIDOS O MOVIMIENTOS DE 1974,Camara de Representantes,1764,990
OTROS PARTIDOS O MOVIMIENTOS DE 1974,Senado,1310,750
OTROS PARTIDOS O MOVIMIENTOS DE 1974,Presidencia,6,1010
OTROS PARTIDOS O MOVIMIENTOS DE 1978,Concejo Municipal,133990,946
OTROS PARTIDOS O MOVIMIENTOS DE 1978,Presidencia,100390,6204
OTROS PARTIDOS O MOVIMIENTOS DE 1978,Asamblea Departamental,57966,6966
OTROS PARTIDOS O MOVIMIENTOS DE 1978,Camara de Representantes,44839,5370
OTROS PARTIDOS O MOVIMIENTOS DE 1978,Senado,36272,3562
OTROS PARTIDOS O MOVIMIENTOS DE 1980,Concejo Municipal,139297,943
OTROS PARTIDOS O MOVIMIENTOS DE 1980,Asamblea Departamental,111981,9962
OTROS PARTIDOS O MOVIMIENTOS DE 1982,Concejo Municipal,94198,972
OTROS PARTIDOS O MOVIMIENTOS DE 1982,Asamblea Departamental,49961,6292
OTROS PARTIDOS O MOVIMIENTOS DE 1982,Camara de Representantes,45090,4568
OTROS PARTIDOS O MOVIMIENTOS DE 1982,Senado,42120,2468
OTROS PARTIDOS O MOVIMIENTOS DE 1982,Presidencia,159,1059
OTROS PARTIDOS O MOVIMIENTOS DE 1984,Concejo Municipal,191629,983
OTROS PARTIDOS O MOVIMIENTOS DE 1984,Asamblea Departamental,170323,10635
OTROS PARTIDOS O MOVIMIENTOS DE 1986,Camara de Representantes,443210,8082
OTROS PARTIDOS O MOVIMIENTOS DE 1986,Senado,358611,4640
OTROS PARTIDOS O MOVIMIENTOS DE 1986,Asamblea Departamental,353213,10265
OTROS PARTIDOS O MOVIMIENTOS DE 1986,Concejo Municipal,330926,1000
OTROS PARTIDOS O MOVIMIENTOS DE 1988,Asamblea Departamental,474378,10604
OTROS PARTIDOS O MOVIMIENTOS DE 1988,Alcaldia,421207,113
OTROS PARTIDOS O MOVIMIENTOS DE 1991,Gobernaci??n,254858,195
OTROS PARTIDOS O MOVIMIENTOS DE 1991,Senado,44533,6276
OTROS PARTIDOS O MOVIMIENTOS DE 1991,Camara de Representantes,17058,440
OTROS PARTIDOS O MOVIMIENTOS DE 1992,Alcaldía Municipal,1372555,364
OTROS PARTIDOS O MOVIMIENTOS DE 1992,Concejo Municipal,1286612,6149
OTROS PARTIDOS O MOVIMIENTOS DE 1992,Asamblea Departamental,561215,14728
OTROS PARTIDOS O MOVIMIENTOS DE 1997,Concejo Municipal,110627,448
OTROS PARTIDOS O MOVIMIENTOS DE 1998,Camara de Representantes,179119,257
OTROS PARTIDOS O MOVIMIENTOS DE 1998,Senado,51035,6468
OTROS PARTIDOS O MOVIMIENTOS DE 2003,Concejo Municipal,31750,218
PA LANTE TAURAMENA EL PUEBLO MANDA,Alcaldía Municipal,18,1
PA'LANTE CALI,Alcaldía Municipal,5744,1
PACEÑOS UNIDOS DE CORAZÓN,Alcaldía Municipal,1845,1
PACHO CIVICO INDEPENDIENTE - PACIN,Alcaldía Municipal,3240,1
PACHO CIVICO INDEPENDIENTE - PACIN,Concejo Municipal,2276,14
PACTO,Concejo Municipal,32722,22
PACTO HISTÓRICO,Concejo Municipal,2554856,1139
PACTO HISTÓRICO,Asamblea Departamental,632970,7612
PACTO HISTÓRICO,Gobernacion,431516,234
PACTO HISTÓRICO,Alcaldia,180656,68
PACTO POR CUNDINAMARCA,Gobernaci??n,360813,116
"PACTO SOCIAL DE LA UNIDAD POR SANTIAGO ""EL CAMBIO ES AHORA""",Alcaldía Municipal,1190,1
PACTO U MAIS POR EL DESARROLLO DEL ALTO BAUDO,Alcaldía Municipal,3445,1
PARA GOBERNAR CON TRANSPARENCIA E INCLUSIÓN SOCIAL,Alcaldía Municipal,2476,1
PARA QUE FLOREZCA UN NUEVO MUNICIPIO,Alcaldía Municipal,3810,1
PARA VOLVER A CREER,Alcaldia,8178,3
PARA VOLVER A CREER,Alcaldía Municipal,7958,2
PARTICIPACION EQUIDAD Y FUTURO,Alcaldía Municipal,1026,1
PARTICIPACION SOCIAL COMUNITARIA,Alcaldía Municipal,693,1
PARTICIPACION SOCIAL COMUNITARIA,Concejo Municipal,567,8
PARTIDO AFROUNINCCA,C??mara de Representantes,6849,677
PARTIDO ALAS EQUIPO COLOMBIA,Gobernaci??n,991789,274
PARTIDO ALAS EQUIPO COLOMBIA,Concejo Municipal,755277,5702
PARTIDO ALAS EQUIPO COLOMBIA,Alcaldía Municipal,684875,372
PARTIDO ALAS EQUIPO COLOMBIA,Asamblea Departamental,423864,7077
PARTIDO ALAS EQUIPO COLOMBIA,Senado,418134,10547
PARTIDO ALAS EQUIPO COLOMBIA,C??mara de Representantes,367544,5151
PARTIDO ALIANZA DEMOCRATICA M-19 AD-M19,Presidencia,754740,1094
PARTIDO ALIANZA DEMOCRATICA M-19 AD-M19,Senado,608453,37984
PARTIDO ALIANZA DEMOCRATICA M-19 AD-M19,Camara de Representantes,519772,3907
PARTIDO ALIANZA DEMOCRATICA M-19 AD-M19,Asamblea Departamental,406699,7418
PARTIDO ALIANZA DEMOCRATICA M-19 AD-M19,Concejo Municipal,309689,1542
PARTIDO ALIANZA DEMOCRATICA M-19 AD-M19,Gobernaci??n,260907,494
PARTIDO ALIANZA DEMOCRATICA M-19 AD-M19,Alcaldía Municipal,130466,36
PARTIDO ALIANZA DEMOCRATICA M-19 AD-M19,C??mara de Representantes,43293,5014
PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,Concejo Municipal,3593561,28602
PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,Asamblea Departamental,1664326,31122
PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,Alcaldía Municipal,1652844,775
PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,Gobernaci??n,495918,493
PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,Alcaldia,368480,167
PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,C??mara de Representantes,169414,5921
PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,Gobernacion,64452,46
PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,Senado,52475,6379
PARTIDO ALIANZA VERDE,Concejo Municipal,5464065,32793
PARTIDO ALIANZA VERDE,Presidencia Primera Vuelta,4198980,2363
PARTIDO ALIANZA VERDE,Asamblea Departamental,3817271,54288
PARTIDO ALIANZA VERDE,Presidencia Segunda Vuelta,3587975,1177
PARTIDO ALIANZA VERDE,C??mara de Representantes,2753807,19148
PARTIDO ALIANZA VERDE,Alcaldía Municipal,2572738,1050
PARTIDO ALIANZA VERDE,Senado,2234380,82031
PARTIDO ALIANZA VERDE,Gobernaci??n,1707985,791
PARTIDO ALIANZA VERDE,Alcaldia,420680,263
PARTIDO ALIANZA VERDE,Gobernacion,15159,32
PARTIDO COLOMBIA DEMOCRATICA,Concejo Municipal,852682,7093
PARTIDO COLOMBIA DEMOCRATICA,Alcaldía Municipal,773005,406
PARTIDO COLOMBIA DEMOCRATICA,Asamblea Departamental,514812,12104
PARTIDO COLOMBIA DEMOCRATICA,Gobernaci??n,460621,363
PARTIDO COLOMBIA DEMOCRATICA,Senado,272537,6893
PARTIDO COLOMBIA DEMOCRATICA,C??mara de Representantes,213521,2779
PARTIDO COLOMBIA HUMANA Y UNION PATRIOTICA,Concejo Municipal,288990,1650
PARTIDO COLOMBIA HUMANA Y UNION PATRIOTICA,Alcaldía Municipal,96098,119
PARTIDO COLOMBIA HUMANA Y UNION PATRIOTICA,Asamblea Departamental,58613,907
PARTIDO COLOMBIA HUMANA Y UNION PATRIOTICA,Gobernaci??n,49783,68
PARTIDO COLOMBIA JUSTA LIBRES,Alcaldía Municipal,448392,193
PARTIDO COLOMBIA JUSTA LIBRES,Asamblea Departamental,409998,10990
PARTIDO COLOMBIA JUSTA LIBRES,Gobernaci??n,382345,557
PARTIDO COLOMBIA JUSTA LIBRES,Concejo Municipal,373877,3425
PARTIDO COLOMBIA JUSTA LIBRES,Presidencia Primera Vuelta,271386,1150
PARTIDO COLOMBIA JUSTA LIBRES,C??mara de Representantes,191003,316
PARTIDO COLOMBIA JUSTA LIBRES,Alcaldia,33135,19
PARTIDO COLOMBIA JUSTA LIBRES,Gobernacion,3459,16
PARTIDO COLOMBIA RENACIENTE,Concejo Municipal,978213,7727
PARTIDO COLOMBIA RENACIENTE,Asamblea Departamental,256259,5688
PARTIDO COLOMBIA RENACIENTE,Alcaldía Municipal,253924,182
PARTIDO COLOMBIA RENACIENTE,Alcaldia,176972,104
PARTIDO COLOMBIA RENACIENTE,Gobernaci??n,126515,354
PARTIDO COLOMBIA RENACIENTE,C??mara de Representantes,68642,1208
PARTIDO COLOMBIA RENACIENTE,Gobernacion,11584,75
PARTIDO COMUNISTA COLOMBIANO,Senado,109918,4500
PARTIDO COMUNISTA COLOMBIANO,Asamblea Departamental,57582,1588
PARTIDO COMUNISTA COLOMBIANO,Concejo Municipal,39623,942
PARTIDO COMUNISTA COLOMBIANO,Alcaldía Municipal,2581,1
PARTIDO COMUNISTA COLOMBIANO,Alcaldia,805,2
PARTIDO COMUNISTA COLOMBIANO,Camara de Representantes,484,48
PARTIDO COMUNITARIO OPCION SIETE - PCOS,Concejo Municipal,15451,20
PARTIDO CONSERVADOR COLOMBIANO,Asamblea Departamental,42509849,501717
PARTIDO CONSERVADOR COLOMBIANO,Concejo Municipal,32552372,126402
PARTIDO CONSERVADOR COLOMBIANO,Senado,30458495,625956
PARTIDO CONSERVADOR COLOMBIANO,Camara de Representantes,22314326,150575
PARTIDO CONSERVADOR COLOMBIANO,Alcaldía Municipal,11418091,4772
PARTIDO CONSERVADOR COLOMBIANO,C??mara de Representantes,10132757,57099
PARTIDO CONSERVADOR COLOMBIANO,Presidencia,9947729,8843
PARTIDO CONSERVADOR COLOMBIANO,Gobernaci??n,9247112,4666
PARTIDO CONSERVADOR COLOMBIANO,Alcaldia,3125493,1074
PARTIDO CONSERVADOR COLOMBIANO,Presidencia Primera Vuelta,2891799,2346
PARTIDO CONSERVADOR COLOMBIANO,Gobernacion,84533,162
PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO,Senado,57981,4685
PARTIDO CRISTIANO DE TRANSFORMACION  Y ORDEN PACTO,C??mara de Representantes,14612,19
PARTIDO DE ACCION SOCIAL - PAS,C??mara de Representantes,53474,137
PARTIDO DE INTEGRACION NACIONAL - PIN,Senado,903825,22058
PARTIDO DE INTEGRACION NACIONAL - PIN,Concejo Municipal,740020,7345
PARTIDO DE INTEGRACION NACIONAL - PIN,C??mara de Representantes,701586,4450
PARTIDO DE INTEGRACION SOCIAL COLOMBIANO PAIS,Senado,12348,2891
PARTIDO DE INTEGRACION SOCIAL COLOMBIANO PAIS,C??mara de Representantes,5055,148
PARTIDO DE REIVINDICACION ETNICA - PRE,Concejo Municipal,149594,2043
PARTIDO DE REIVINDICACION ETNICA - PRE,Alcaldía Municipal,141343,100
PARTIDO DE REIVINDICACION ETNICA - PRE,Presidencia Primera Vuelta,30128,1096
PARTIDO DE REIVINDICACION ETNICA - PRE,Asamblea Departamental,14846,985
PARTIDO DE REIVINDICACION ETNICA - PRE,Gobernaci??n,9631,65
PARTIDO DEL TRABAJO DE COLOMBIA - PTC,Concejo Municipal,17636,275
PARTIDO DEL TRABAJO DE COLOMBIA - PTC,Asamblea Departamental,12256,799
PARTIDO DEL TRABAJO DE COLOMBIA - PTC,Gobernaci??n,12126,23
PARTIDO DEL TRABAJO DE COLOMBIA - PTC,Alcaldía Municipal,3309,7
PARTIDO DEL TRABAJO DE COLOMBIA - PTC,Alcaldia,674,6
PARTIDO DEMOCRATA CRISTIANO,Gobernaci??n,8828,232
PARTIDO DEMOCRATA CRISTIANO,Senado,8682,2092
PARTIDO FRENTE UNIDAD PUEBLO,Asamblea Departamental,59738,3754
PARTIDO FRENTE UNIDAD PUEBLO,Concejo Municipal,54534,1932
PARTIDO FRENTE UNIDAD PUEBLO,Camara de Representantes,21081,1922
PARTIDO FRENTE UNIDAD PUEBLO,Senado,18740,1648
PARTIDO HUMANISTA,Presidencia,229,1086
PARTIDO INDIGENA COLOMBIANO - PIC,Concejo Municipal,31201,281
PARTIDO INDIGENA COLOMBIANO - PIC,Senado,28312,1979
PARTIDO INDIGENA COLOMBIANO - PIC,C??mara de Representantes,18828,1102
PARTIDO INDIGENA COLOMBIANO - PIC,Camara de Representantes,599,8
PARTIDO LIBERAL COLOMBIANO,Asamblea Departamental,61833083,780182
PARTIDO LIBERAL COLOMBIANO,Concejo Municipal,50204571,192866
PARTIDO LIBERAL COLOMBIANO,Senado,43675547,1872397
PARTIDO LIBERAL COLOMBIANO,Camara de Representantes,34662575,222886
PARTIDO LIBERAL COLOMBIANO,Presidencia,25371061,10394
PARTIDO LIBERAL COLOMBIANO,Alcaldía Municipal,21671056,6571
PARTIDO LIBERAL COLOMBIANO,Gobernaci??n,21412478,10027
PARTIDO LIBERAL COLOMBIANO,C??mara de Representantes,12959688,117396
PARTIDO LIBERAL COLOMBIANO,Presidencia Segunda Vuelta,9391257,2282
PARTIDO LIBERAL COLOMBIANO,Presidencia Primera Vuelta,6943232,3436
PARTIDO LIBERAL COLOMBIANO,Alcaldia,5647423,1250
PARTIDO LIBERAL COLOMBIANO,Gobernacion,758527,67
PARTIDO NACIONAL CRISTIANO - PNC,Alcaldía Municipal,220307,17
PARTIDO NACIONAL CRISTIANO - PNC,Concejo Municipal,161320,586
PARTIDO NACIONAL CRISTIANO - PNC,Senado,89081,11642
PARTIDO NACIONAL CRISTIANO - PNC,Camara de Representantes,79997,1922
PARTIDO NACIONAL CRISTIANO - PNC,Asamblea Departamental,72256,2572
PARTIDO NACIONAL CRISTIANO - PNC,C??mara de Representantes,39321,1455
PARTIDO NACIONAL CRISTIANO - PNC,Presidencia,33645,1094
PARTIDO NATURAL,Presidencia,9468,1094
PARTIDO NUEVO LIBERALISMO,Alcaldia,1757662,176
PARTIDO NUEVO LIBERALISMO,Asamblea Departamental,1357304,17162
PARTIDO NUEVO LIBERALISMO,Concejo Municipal,1237197,8498
PARTIDO NUEVO LIBERALISMO,Senado,920054,49145
PARTIDO NUEVO LIBERALISMO,Presidencia,745738,1059
PARTIDO NUEVO LIBERALISMO,Camara de Representantes,473163,3245
PARTIDO NUEVO LIBERALISMO,C??mara de Representantes,398059,6085
PARTIDO NUEVO LIBERALISMO,Gobernaci??n,332888,279
PARTIDO NUEVO LIBERALISMO,Alcaldía Municipal,210893,116
PARTIDO NUEVO LIBERALISMO,Gobernacion,56205,127
PARTIDO PATRIA NUEVA,Concejo Municipal,61062,10
PARTIDO PATRIA NUEVA,Senado,7130,2114
PARTIDO PATRIA NUEVA,Camara de Representantes,4094,334
PARTIDO POLITICO DIGNIDAD,Alcaldia,165415,140
PARTIDO POLITICO DIGNIDAD,Concejo Municipal,158553,1878
PARTIDO POLITICO DIGNIDAD,Gobernacion,94876,435
PARTIDO POLITICO DIGNIDAD,C??mara de Representantes,16431,1377
PARTIDO POLITICO DIGNIDAD,Asamblea Departamental,12825,282
PARTIDO POLITICO TODOS SOMOS COLOMBIA,Presidencia Primera Vuelta,65767,1125
PARTIDO POLITICO TODOS SOMOS COLOMBIA,Concejo Municipal,42469,529
PARTIDO POLITICO TODOS SOMOS COLOMBIA,Senado,39953,31592
PARTIDO POLITICO TODOS SOMOS COLOMBIA,Alcaldia,30710,41
PARTIDO POLITICO TODOS SOMOS COLOMBIA,C??mara de Representantes,20493,3608
PARTIDO POLITICO TODOS SOMOS COLOMBIA,Gobernacion,1705,41
PARTIDO POLITICO TODOS SOMOS COLOMBIA,Asamblea Departamental,491,270
PARTIDO SOCIALDEMOCRATA COLOMBIANO - PSOC,Asamblea Departamental,123982,4468
PARTIDO SOCIALDEMOCRATA COLOMBIANO - PSOC,Senado,101660,21546
PARTIDO SOCIALDEMOCRATA COLOMBIANO - PSOC,Alcaldía Municipal,100410,51
PARTIDO SOCIALDEMOCRATA COLOMBIANO - PSOC,Concejo Municipal,80087,1333
PARTIDO SOCIALDEMOCRATA COLOMBIANO - PSOC,Gobernaci??n,24508,47
PARTIDO SOCIALDEMOCRATA COLOMBIANO - PSOC,C??mara de Representantes,18488,520
PARTIDO SOCIALDEMOCRATA CRISTIANO,Presidencia,9048,1094
PARTIDO SOCIALDEMOCRATA CRISTIANO,Camara de Representantes,7908,476
PARTIDO SOCIALDEMOCRATA CRISTIANO,Asamblea Departamental,4888,1244
PARTIDO SOCIALDEMOCRATA CRISTIANO,Concejo Municipal,3295,914
PARTIDO SOCIALISTA DE LOS TRABAJADORES - PST,Gobernaci??n,9171,251
PARTIDO SOCIALISTA DE LOS TRABAJADORES - PST,Presidencia,8178,1094
PARTIDO SOCIALISTA DE LOS TRABAJADORES - PST,Asamblea Departamental,7265,1078
PARTIDO SOCIALISTA DE LOS TRABAJADORES - PST,Camara de Representantes,5487,264
PARTIDO SOCIALISTA DE LOS TRABAJADORES - PST,Senado,4467,2092
PARTIDO SOCIALISTA DE LOS TRABAJADORES - PST,Alcaldía Municipal,4450,7
PARTIDO SOCIALISTA DE LOS TRABAJADORES - PST,Concejo Municipal,1765,22
PARTIDO SOCIALISTA DEMOCRATICO - PSD,Gobernaci??n,132932,51
PARTIDO SOCIALISTA DEMOCRATICO - PSD,Asamblea Departamental,45971,2476
PARTIDO SOCIALISTA DEMOCRATICO - PSD,Concejo Municipal,38538,516
PARTIDO SOCIALISTA DEMOCRATICO - PSD,Alcaldía Municipal,23084,14
PARTIDO SOCIALISTA DEMOCRATICO - PSD,C??mara de Representantes,21805,443
PARTIDO SOCIALISTA DEMOCRATICO - PSD,Senado,11279,3672
PARTIDO SOMOS,C??mara de Representantes,159968,3999
PARTIDO SOMOS,Presidencia Primera Vuelta,36138,1125
PARTIDO SOMOS,Senado,0,23820
PARTIDO UNIDAD DEMOCRATICA,Senado,59917,20350
PARTIDO UNIDAD DEMOCRATICA,C??mara de Representantes,38390,3215
PARTIDO UNIDAD DEMOCRATICA,Concejo Municipal,32915,1350
PARTIDO UNIDAD DEMOCRATICA,Asamblea Departamental,32393,726
PARTIDO UNIDAD DEMOCRATICA,Alcaldía Municipal,11747,14
PARTIDO UNIDAD DEMOCRATICA,Camara de Representantes,11460,484
PARTIDO VERDE OPCION CENTRO,Gobernaci??n,371697,333
PARTIDO VERDE OPCION CENTRO,Concejo Municipal,338509,2592
PARTIDO VERDE OPCION CENTRO,Alcaldía Municipal,223252,175
PARTIDO VERDE OPCION CENTRO,Asamblea Departamental,139622,3702
PARTIDO VERDE OXIGENO,Concejo Municipal,160257,1385
PARTIDO VERDE OXIGENO,C??mara de Representantes,99708,3389
PARTIDO VERDE OXIGENO,Gobernacion,78338,120
PARTIDO VERDE OXIGENO,Alcaldía Municipal,65958,31
PARTIDO VERDE OXIGENO,Presidencia,53922,1158
PARTIDO VERDE OXIGENO,Alcaldia,50450,72
PARTIDO VERDE OXIGENO,Asamblea Departamental,27890,1846
PARTIDO VERDE OXIGENO,Gobernaci??n,20587,116
PARTIDO VERDE OXIGENO,Presidencia Primera Vuelta,14161,1026
PARTIDO VIRAJE SOCIAL - PVS,Concejo Municipal,36757,330
PARTIDO VIRAJE SOCIAL - PVS,Asamblea Departamental,28537,1410
PARTIDO VIRAJE SOCIAL - PVS,Alcaldía Municipal,14504,11
PARTIDO VIRAJE SOCIAL - PVS,Camara de Representantes,8270,2
PARTIDO VIRAJE SOCIAL - PVS,C??mara de Representantes,2968,303
