nombre,tipo_eleccion,votos_totales,n_registros
G.S.C  FUERZA PARA EL CAMBIO,Gobernaci??n,45243,114
G.S.C  FUERZA SOCORRO,Alcaldía Municipal,7702,1
G.S.C  GENTE FIRME,Alcaldía Municipal,32,1
G.S.C  GUASCA MAS OPORTUNIDADES,Alcaldía Municipal,815,1
G.S.C  HECHO A MANO,Alcaldía Municipal,24,1
G.S.C  IDEAS,Alcaldía Municipal,194,1
G.S.C  IMPULSAMOS LO POSITIVO,Concejo Municipal,2853,14
G.S.C  INDEPENDIENTE,Concejo Municipal,17120,20
G.S.C  ITAGUI SOMOS TODOS,Concejo Municipal,8384,17
G.S.C  JOVENES ADELANTE FACATATIVA,Concejo Municipal,1878,18
G.S.C  JUNTOS PODEMOS,Alcaldía Municipal,2497,1
G.S.C  JUNTOS POR IBAGUE,Concejo Municipal,10445,17
G.S.C  JUNTOS POR LA ESTRELLA,Concejo Municipal,933,16
G.S.C  JUNTOS POR TADO - GESTION Y RESULTADOS,Alcaldía Municipal,2145,1
G.S.C  JUNTOS POR YUMBO,Concejo Municipal,6061,13
G.S.C  LA DIFERENCIA,Concejo Municipal,1804,16
G.S.C  LA NUEVA FUERZA,Concejo Municipal,6270,18
G.S.C  LATIMOS MOVIMIENTO CIVICO POR TUNJA,Concejo Municipal,6975,17
G.S.C  LERIDA AVANZA FIRME CON GARCIA,Alcaldía Municipal,1144,1
G.S.C  LERIDA AVANZA FIRME CON GARCIA,Concejo Municipal,347,8
G.S.C  LIDERA,Concejo Municipal,5012,16
G.S.C  LIDERES PAMPLONA,Concejo Municipal,1637,9
G.S.C  LLANERO #MIPARTIDO,Alcaldía Municipal,9,1
G.S.C  LLORO SOMOS TODOS - SIEMPRE ADELANTE,Alcaldía Municipal,450,1
G.S.C  LOS GRANDES DIAZ,Alcaldía Municipal,2993,1
G.S.C  MAGANGUE REVOLUCION COMUNITARIA,Concejo Municipal,6523,17
G.S.C  MAR - MOVIMIENTO …,Concejo Municipal,1946,16
G.S.C  MARINILLA CON FUTURO,Concejo Municipal,1396,14
G.S.C  MARINILLA EMPRENDEDORA,Concejo Municipal,1183,14
G.S.C  MAS POR CAJICA,Concejo Municipal,1839,14
G.S.C  MEDELLIN AVANZA,Alcaldía Municipal,6709,1
"G.S.C  MEJOR GACHANCIPA, SEGURA, SOCIAL Y PROSPERA",Concejo Municipal,545,12
G.S.C  MI CHOACHI,Concejo Municipal,827,11
G.S.C  MOVIMIENTO 100% VENADISTA,Concejo Municipal,671,11
G.S.C  MOVIMIENTO BOGOTA PARA LA GENTE,Alcaldía Municipal,1016667,1
G.S.C  MOVIMIENTO BOGOTA PARA LA GENTE,Concejo Municipal,108133,33
"G.S.C  MOVIMIENTO CIUDADANO ""CAMBIEMOS- PASTO PRIMERO""",Concejo Municipal,15541,20
G.S.C  MOVIMIENTO CIUDADANO -VAMOS-,Alcaldía Municipal,215,1
G.S.C  MOVIMIENTO CIUDADANO UNIDOS POR CHAPARRAL,Alcaldía Municipal,9720,1
G.S.C  MOVIMIENTO CIUDADANO VAMOS VALLEDUPAR,Concejo Municipal,4595,19
G.S.C  MOVIMIENTO CIVICO INDEPENDIENTE - MCI,Concejo Municipal,1122,13
G.S.C  MOVIMIENTO CIVICO TU ERES TURBO,Concejo Municipal,2459,16
G.S.C  MOVIMIENTO COMPROMISO CIUDADANO LA ESTRELLA,Concejo Municipal,326,11
G.S.C  MOVIMIENTO DE RENOVACION LIBERAL FRONTINO,Concejo Municipal,678,13
G.S.C  MOVIMIENTO DE UNIDAD SOCIAL Y DEMOCRATICO,Alcaldía Municipal,1796,1
G.S.C  MOVIMIENTO DE UNIDAD SOCIAL Y DEMOCRATICO,Concejo Municipal,1604,9
G.S.C  MOVIMIENTO DEMOCRATICO AGUSTIN AGUALONGO - MODA,Concejo Municipal,5031,19
G.S.C  MOVIMIENTO INDEPENDIENTE POR TALAIGUA,Alcaldía Municipal,2901,1
G.S.C  MOVIMIENTO INDEPENDIENTE PORTOLOPENCE - MIP,Alcaldía Municipal,144,1
G.S.C  MOVIMIENTO INDEPENDIENTE TRIUNFO UNIDO TU,Alcaldía Municipal,5124,1
G.S.C  MOVIMIENTO INDEPENDIENTE TRIUNFO UNIDO TU,Concejo Municipal,2316,11
G.S.C  MOVIMIENTO PARA LA UNIDAD MUNICIPAL PUERTO TEJADA NOS UNE,Alcaldía Municipal,483,1
G.S.C  MOVIMIENTO PARTICIPATIVO COMUNITARIO,Concejo Municipal,1018,7
G.S.C  MOVIMIENTO POLITICO LLENOS DE FE,Concejo Municipal,5387,18
G.S.C  MOVIMIENTO POPULAR INDEPENDIENTE - MPI,Concejo Municipal,1112,14
G.S.C  MOVIMIENTO POPULAR INDIGENA - MPI,Concejo Municipal,654,11
G.S.C  MOVIMIENTO SOCIAL CIVICO Y DEPORTIVO # SOMOS NOBSA,Concejo Municipal,623,12
G.S.C  MOVIMIENTO SOCIAL CREE EN VILLANUEVA,Alcaldía Municipal,2185,1
G.S.C  MOVIMIENTO SOCIAL RENACER POR UN TENJO DE OPORTUNIDADES - RETO,Alcaldía Municipal,352,1
G.S.C  MOVIMIENTO SOCIAL RENACER POR UN TENJO DE OPORTUNIDADES - RETO,Concejo Municipal,343,12
G.S.C  NATAGA PARA TODOS,Alcaldía Municipal,1694,1
G.S.C  NEIVA PRIMERO,Concejo Municipal,15107,20
G.S.C  NOSOTROS SI CUMPLIMOS,Alcaldía Municipal,2215,1
G.S.C  NUESTRO MOTIVO … COLON,Alcaldía Municipal,1513,1
G.S.C  NUEVA BARRANCABERMEJA,Alcaldía Municipal,7835,1
G.S.C  NUEVA CIUDADANIA,Concejo Municipal,4024,15
"G.S.C  NUEVOS TIEMPOS, NUEVAS IDEAS",Alcaldía Municipal,5049,1
G.S.C  OPCION CRISTIANA,Concejo Municipal,1780,11
G.S.C  PA' LANTE OROCUE,Concejo Municipal,740,9
G.S.C  PACHUNOS DE CORAZON,Alcaldía Municipal,610,1
G.S.C  PACTO POR PEREIRA,Alcaldía Municipal,723,1
G.S.C  PAIPA IDEAL,Alcaldía Municipal,8100,1
G.S.C  PAIPA IDEAL,Concejo Municipal,2540,13
G.S.C  PARTICIPACION COMUNITARIA,Concejo Municipal,446,10
G.S.C  PASION POR GUARNE,Alcaldía Municipal,6241,1
G.S.C  PASION POR GUARNE,Concejo Municipal,3033,11
G.S.C  PENSANDO EN GRANDE POR SANTA MARTA,Concejo Municipal,12378,20
G.S.C  PENSILVANIA PRIMERO,Alcaldía Municipal,4309,1
G.S.C  PENSILVANIA PRIMERO,Concejo Municipal,2762,14
G.S.C  PODEMOS MOVIMIENTO CIUDADANO,Alcaldía Municipal,7113,1
G.S.C  POR LA DIGNIDAD DE UN PUEBLO - PDP,Alcaldía Municipal,54,1
G.S.C  POR TI VALLEDUPAR - CONCEJO,Concejo Municipal,16711,20
G.S.C  PRIMERO GIRARDOTA,Concejo Municipal,2777,11
G.S.C  PRIMERO MOÑITOS,Alcaldía Municipal,5464,1
G.S.C  PRIMERO PEREIRA,Concejo Municipal,12484,19
G.S.C  PRIMERO PURIFICACION,Concejo Municipal,609,13
G.S.C  PROGRESA AGUACHICA,Concejo Municipal,3162,16
G.S.C  PROGRESO PARA VILLA DEL ROSARIO,Concejo Municipal,2177,16
G.S.C  RECUPEREMOS A CUBARRAL,Alcaldía Municipal,671,1
G.S.C  REMEDIOS POSIBLE,Concejo Municipal,554,10
G.S.C  RENOVACION TUMACO,Concejo Municipal,2623,14
G.S.C  RESCATAR A BELLO UN COMPROMISO DE TODOS,Alcaldía Municipal,8818,1
G.S.C  RIOHACHA DECIDE,Alcaldía Municipal,8278,1
G.S.C  RIONEGRO TE LLEVO EN EL CORAZON,Alcaldía Municipal,4050,1
G.S.C  SAHAGUN DE LA GENTE Y PARA LA GENTE,Alcaldía Municipal,22562,1
G.S.C  SALVEMOS A CARTAGENA,Alcaldía Municipal,114239,1
G.S.C  SALVEMOS A ROSAS,Alcaldía Municipal,422,1
G.S.C  SEGUIMOS CONTANDO CON VOS,Alcaldía Municipal,95138,1
G.S.C  SI EL CARMEN LO QUIERE,Alcaldía Municipal,566,1
G.S.C  SIEMPRE POR SUAREZ,Concejo Municipal,185,7
"G.S.C  SIEMPRE, UNIDOS POR GARZON",Concejo Municipal,666,12
G.S.C  SOLIDARIOS,Alcaldía Municipal,567,1
G.S.C  SOMOS EL CAMBIO,Alcaldía Municipal,2744,1
G.S.C  SOMOS EL CAMBIO,Concejo Municipal,1426,12
G.S.C  SOMOS ENVIGADO,Concejo Municipal,9884,17
G.S.C  SOMOS MESITAS,Concejo Municipal,2203,14
G.S.C  SOMOS UNA FUERZA PARA EL BIEN,Alcaldía Municipal,15679,1
G.S.C  SOY PURO PUEBLO,Alcaldía Municipal,6443,1
"G.S.C  SUAREZ, EL PROGRESO REGRESA",Alcaldía Municipal,786,1
G.S.C  SUBACHOQUE SIEMPRE SEGURO,Concejo Municipal,914,11
"G.S.C  SUMA SOCIEDAD UNIDA, UN MODELO DE AVANCE",Concejo Municipal,419,10
G.S.C  TESALIA PROGRESA DE VERDAD,Alcaldía Municipal,857,1
G.S.C  TESALIA PROGRESA DE VERDAD,Concejo Municipal,455,8
"G.S.C  TOCANCIPA, EL MOMENTO ES AHORA",Concejo Municipal,1357,14
G.S.C  TODOS JUNTOS,Concejo Municipal,27691,18
G.S.C  TODOS JUNTOS,Alcaldía Municipal,22195,1
G.S.C  TODOS POR CUCUTA,Concejo Municipal,24572,20
G.S.C  TODOS POR EL CAMBIO,Concejo Municipal,1203,13
G.S.C  TODOS POR EL GIRALDO QUE SOÑAMOS,Alcaldía Municipal,78,1
G.S.C  TODOS POR SANTA MARTA,Concejo Municipal,3916,20
G.S.C  TODOS UNIDOS POR GALAPA,Concejo Municipal,549,12
G.S.C  TRABAJADORES BANANEROS NUEVA ALTERNATIVA,Concejo Municipal,2519,17
G.S.C  TRABAJEMOS CON SENTIDO SOCIAL,Alcaldía Municipal,1123,1
G.S.C  TRANSFORMANDO EL TERRITORIO,Alcaldía Municipal,2329,1
G.S.C  TRANSFORMANDO EL TERRITORIO,Concejo Municipal,930,11
G.S.C  TRANSFORMEMOS NEIVA,Concejo Municipal,8219,18
G.S.C  TUMACO RENACE,Alcaldía Municipal,10950,1
G.S.C  TURBO TIERRA DE TODOS,Concejo Municipal,3541,17
G.S.C  UNETE,Concejo Municipal,228,6
G.S.C  UNETE COCORNA,Alcaldía Municipal,2264,1
G.S.C  UNIDOS POR ALEJANDRIA,Alcaldía Municipal,1344,1
G.S.C  UNIDOS POR ALEJANDRIA,Concejo Municipal,728,8
G.S.C  UNIDOS POR CUBARRAL,Concejo Municipal,638,10
G.S.C  UNIDOS POR CURUMANI,Concejo Municipal,2144,14
G.S.C  UNIDOS POR DABEIBA,Alcaldía Municipal,4530,1
G.S.C  UNIDOS POR EL CAMBIO,Concejo Municipal,3385,14
G.S.C  UNIDOS POR EL CARMEN,Concejo Municipal,418,9
G.S.C  UNIDOS POR EL PEÑOL,Alcaldía Municipal,3239,1
G.S.C  UNIDOS POR ISNOS PODEMOS,Alcaldía Municipal,4004,1
G.S.C  UNIDOS POR SABANETA,Concejo Municipal,626,9
G.S.C  UNION AFROCOLOMBIANO,Concejo Municipal,328,11
G.S.C  UNION CIVICA POR AGUAZUL,Alcaldía Municipal,3714,1
G.S.C  URUMITA GANA,Alcaldía Municipal,3687,1
G.S.C  VALLEGUAMENCES SOMOS TODOS,Alcaldía Municipal,6810,1
G.S.C  VAMOS,Alcaldía Municipal,385,1
G.S.C  VAMOS A CAMBIAR GUAMAL,Alcaldía Municipal,790,1
G.S.C  VAMOS EN SERIO SAN JOSE DE LA MONTAÑA,Alcaldía Municipal,1446,1
G.S.C  VAMOS GUATAPE,Alcaldía Municipal,1096,1
G.S.C  VAMOS GUATAPE,Concejo Municipal,737,10
G.S.C  VISION ZIPAQUIRA,Concejo Municipal,1812,11
G.S.C  VIVE SAN VICENTE,Alcaldía Municipal,4825,1
G.S.C  YAGUARA CONSTRUYENDO YAGUARA,Alcaldía Municipal,196,1
G.S.C  YO SOY SAN CARLOS,Alcaldía Municipal,510,1
G.S.C  YO SOY SAN CARLOS,Concejo Municipal,232,8
G.S.C  ZARZAL SOY YO VISION CON FUTURO,Concejo Municipal,2684,14
G.S.C  ZETAQUIRA UNIDA MEJOR ALTERNATIVA (ZUMA),Concejo Municipal,368,6
G.S.C . BIENESTAR Y UNIDAD SOCIAL - BUS,Concejo Municipal,4464,18
G.S.C . CIVICOS AL 100%,Concejo Municipal,8641,18
G.S.C . COMUNALES POR FLORIDABLANCA,Concejo Municipal,2319,19
G.S.C . COMUNALES PRESENTE,Concejo Municipal,303,6
G.S.C . CONSTRUYENDO FUTURO,Concejo Municipal,641,8
G.S.C . HAGAMOS CIUDADANIA POR BUCARAMANGA,Concejo Municipal,16403,20
G.S.C . MOVIMIENTO ACTIVO SOCIAL - MAS,Concejo Municipal,103,6
G.S.C . SALVEMOS A PIEDECUESTA,Concejo Municipal,1783,18
G.S.C . SIN CAMPO NO HAY CIUDAD,Concejo Municipal,3415,19
G.S.C . SUMEMOS,Concejo Municipal,9665,18
G.S.C . TODO POR IBAGUE,Concejo Municipal,6492,20
G.S.C .AUTONOMIA CIUDADANA,Alcaldía Municipal,181019,1
G.S.C .CIUDADANOS ACTIVOS,Concejo Municipal,8456,6
G.S.C CIEN POR CIENTO POR SUCRE,Gobernaci??n,143568,26
G.S.C CIUDADANOS INDEPENDIENTES,Alcaldía Municipal,1501,1
G.S.C COLOMBIA POSIBLE,Alcaldía Municipal,68388,1
G.S.C CONVERGENCIA POR CALI,Alcaldía Municipal,58530,1
G.S.C DE CORAZON POR MARINILLA,Concejo Municipal,951,13
G.S.C GUATAPE UNIDO,Concejo Municipal,525,6
G.S.C MOV. AMPLIO POR EL PROGRE. DEL ARCHIPIELAGO - MAPPA,Asamblea Departamental,4203,23
"G.S.C POR MARIA EMMA, FIRMES POR BOGOTA",Alcaldía Municipal,585223,2
G.S.C POR UN VALLE COMO TIENE QUE SER,Gobernaci??n,22039,42
G.S.C REIVINDICACION POPULAR PARTICIPATIVA,Alcaldía Municipal,1176,1
G.S.C RETOMEMOS EL CAMINO,Concejo Municipal,2905,11
G.S.C SANTANDER EN EL CORAZON,Gobernaci??n,12995,86
G.S.C SANTANDER NO SE RINDE,Gobernaci??n,39464,87
G.S.C TODO POR PASTO,Alcaldía Municipal,51327,1
G.S.C TODOS POR ANZOATEGUI,Alcaldía Municipal,1294,1
G.S.C TODOS POR CHIA,Alcaldía Municipal,104,1
G.S.C UNIDAD Y ALIANZA POR SAN FRANCISCO,Alcaldía Municipal,951,1
G.S.C UNIDOS MONTAÑITA CRECE CON NOSOTROS,Alcaldía Municipal,1138,1
G.S.C UNIDOS POR ACEVEDO,Alcaldía Municipal,3258,2
G.S.C UNIDOS POR FLORIDABLANCA,Alcaldía Municipal,22163,1
G.S.C UNION CIVICA POPULAR CHUCURETEÑA,Alcaldía Municipal,4904,1
G.S.C VOLUNTAD POPULAR ALTERNATIVA DEMOCRATICA,Alcaldía Municipal,2254,1
G.S.C. SOMOS GUAJIRA MOVIMIENTO CIUDADANO,Asamblea Departamental,27453,163
GANA ALVARADO,Concejo Municipal,176,6
GANA EL TOLIMA,Gobernaci??n,18971,47
GANA EL TOLIMA,Asamblea Departamental,896,46
GANA EL TOLIMA,Concejo Municipal,173,10
GANA LERIDA,Concejo Municipal,36,6
GANA VENADILLO,Concejo Municipal,92,9
GARANTIA DE CIUDAD,Alcaldía Municipal,17144,1
GENTE EN MOVIMIENTO,Concejo Municipal,135881,1422
GENTE EN MOVIMIENTO,Alcaldia,86401,75
GENTE EN MOVIMIENTO,C??mara de Representantes,54933,162
GENTE EN MOVIMIENTO,Asamblea Departamental,10619,132
GENTE EN MOVIMIENTO,Gobernacion,5153,6
GENTEYBOSQUES,C??mara de Representantes,1254,35
GIGANTE VIVA,Alcaldía Municipal,0,1
GINA PARODY ALCALDESA,Alcaldía Municipal,376154,1
"GLASMIRA ""LA FUERZA DE UN PUEBLO""",Alcaldía Municipal,534,1
GOLPE,Asamblea Departamental,2737,365
GOLPE,Alcaldía Municipal,2114,3
GOLPE,Concejo Municipal,1093,9
GRAN ALIANZA POR CURITI,Alcaldía Municipal,2101,1
GRAN ALIANZA POR EL DESARROLLO DE PUENTE NACIONAL,Concejo Municipal,653,12
GRAN ALIANZA POR EL MARSELLA QUE QUEREMOS,Alcaldía Municipal,4289,1
GRAN ALIANZA POR EL PROGRESO DE LOS SANTOS,Alcaldía Municipal,1735,1
GRAN ALIANZA POR MEDELLIN,Alcaldía Municipal,111796,1
GRAN ALIANZA POR PITALITO,Alcaldía Municipal,17852,1
GRANADA PARA TODOS,Alcaldía Municipal,684,1
GRANADA PARA TODOS,Concejo Municipal,583,10
GRANADA TIENE QUE CAMBIAR,Concejo Municipal,1491,16
GREMIO OBRERO,Concejo Municipal,464,6
GRUPO ASOCIADOS AGROPECUARIOS SANTO DOMINGO,C??mara de Representantes,1104,12
GRUPO CIVICO ALTERNATIVA COMUNITARIA,Alcaldía Municipal,1227,1
GRUPO CIVICO RENOVADOR,Concejo Municipal,710,5
GRUPO DE CIUDADANOS PRIMERO SAN VICENTE,Alcaldía Municipal,5727,1
GRUPO EMPRESARIAL AFROCOLOMBIANO FEDEAFRO,C??mara de Representantes,334,23
GRUPO POLITICO EMPRESARIAL,Alcaldía Municipal,3081,1
GRUPO POR EL CAMBIO,Concejo Municipal,1675,16
GUAITARILLA SOMOS TODOS,Alcaldía Municipal,2999,1
GUARNE PRIMERO,Concejo Municipal,1286,11
GUATAPE SOCIAL,Alcaldía Municipal,1658,1
GUATAPE SOCIAL,Concejo Municipal,607,10
HACIA UN NUEVO ROSAS,Alcaldía Municipal,2048,1
HACIA UN NUEVO ROSAS,Concejo Municipal,1074,12
"HAGO LO QUE DIGO, JORGE BULLA, UN ALCALDE COMO NOSOTROS",Alcaldía Municipal,225,1
"HERRANENSES AUTONOMOS, CAPACES Y LIBRES",Alcaldía Municipal,1288,1
HIJOS Y AMIGOS DE SALENTO,Alcaldía Municipal,271,1
HIJOS Y AMIGOS DE SALENTO,Concejo Municipal,208,7
HONDA MI FAMILIA,Alcaldía Municipal,3577,1
HONDA PRIMERO,Alcaldía Municipal,3005,1
HUILA NATURALEZA PRODUCTIVA,Gobernaci??n,77538,37
HUILA NUEVO Y LIBERALISMO,C??mara de Representantes,81335,185
HUMANIZANDO EL DESARROLLO,Gobernaci??n,46541,7
IDENTIDAD POR LA MESA - POR EL MUNICIPIO QUE MERECEMOS,Alcaldía Municipal,1774,1
IDENTIFICATE CON EL CAMBIO,Alcaldía Municipal,2047,2
"INDEPENDIENTE, A LO BIEN",Alcaldía Municipal,2683,1
INDEPENDIENTES,Alcaldía Municipal,304034,1
INDEPENDIENTES,Concejo Municipal,299476,2053
INDEPENDIENTES,Alcaldia,288810,126
INDEPENDIENTES,Gobernacion,260783,310
INDEPENDIENTES,Asamblea Departamental,81637,4580
INICIATIVA CIUDADANA,Concejo Municipal,3061,14
INICIATIVA CIUDADANA POPULAR,Concejo Municipal,3004,14
INTEGRACION CIUDADANA LA CIUDAD QUE QUEREMOS,Concejo Municipal,627,13
INTEGRACION CIVIA POPULAR,Camara de Representantes,4752,2
INTEGRACION PROGRESISTA POLICARPENSE,Alcaldía Municipal,2337,1
INTEGRACION SOCIAL INDIGENA,Concejo Municipal,311,4
INTEGRACIÓN CÍVICA DEMOCRÁTICA,Concejo Municipal,5144,38
INZA SOMOS TODOS,Alcaldía Municipal,2725,1
ITAGUI PARA TODOS,Concejo Municipal,6385,18
ITAGUI SOMOS TODOS,Concejo Municipal,30569,36
IZQUIERDA NUEVA,Senado,1912,2114
JARDIN HECHOS DE VERDAD,Alcaldía Municipal,3105,1
JOVENES FAJARDISTAS,Concejo Municipal,16295,22
JULIO CESAR GOMEZ ALCALDE,Alcaldía Municipal,1577,1
JUNTOS AVANZAMOS,Alcaldía Municipal,22407,1
JUNTOS CONSTRUIMOS MÁS,Alcaldía Municipal,1601,1
JUNTOS LO LOGRAREMOS,Alcaldía Municipal,6728,1
JUNTOS PARA SEGUIR PROGRESANDO,Alcaldía Municipal,1397,1
JUNTOS PODEMOS,Alcaldía Municipal,48919,1
JUNTOS PODEMOS,Alcaldia,12865,3
JUNTOS PODEMOS MAS,Alcaldía Municipal,640,1
JUNTOS POR EL CAMBIO,Alcaldía Municipal,1890,1
JUNTOS POR EL CAMBIO,Concejo Municipal,1208,10
JUNTOS POR EL CAUCA,Gobernaci??n,160775,41
JUNTOS POR NUESTRA CIUDAD,Alcaldía Municipal,17474,1
JUNTOS POR PIEDECUESTA,Alcaldía Municipal,29318,1
JUNTOS POR SABANALARGA,Alcaldía Municipal,8378,1
JUNTOS POR SABANETA,Concejo Municipal,1162,14
JUNTOS POR SAN JUAN DE ARAMA,Alcaldía Municipal,252,1
JUNTOS POR TIERRALTA,Alcaldía Municipal,12841,1
JUNTOS SI PODEMOS,Alcaldía Municipal,23723,2
JUNTOS SI PODEMOS,Alcaldia,18750,4
JURADO POR CALI,Alcaldía Municipal,10572,1
JUSTICIA,Alcaldía Municipal,4095,1
KUSUTO MAGENDE COKUMALU DE LURUACO,C??mara de Representantes,2136,2364
LA CEJA ES GENTE HONESTA,Alcaldía Municipal,14843,1
LA CEJA PRIMERO,Alcaldía Municipal,349,1
LA CRUZ SOMOS TODOS,Alcaldía Municipal,1454,1
LA FAMILIA ES LO PRIMERO,Concejo Municipal,3621,20
LA GENTE PRIMERO,Alcaldía Municipal,1366,1
LA LEBRIJA QUE SOÑAMOS EN LAS MEJORES MANOS,Alcaldía Municipal,5702,1
LA OBRA CONTINUA,Alcaldía Municipal,14143,1
"LA PAZ, NUESTRO PROPOSITO",Alcaldía Municipal,1188,1
LA PEÑA TIERRA DE OPORTUNIDADES,Alcaldía Municipal,1795,1
LA ROSITA,Concejo Municipal,13959,20
LA UNIVERSIDAD AL CONGRESO,Senado,2587,2114
LA VIRGINIA EN BUENAS MANOS,Alcaldía Municipal,8751,1
LABRANDO CONFIANZA,Concejo Municipal,2214,16
LEONARDO RICO ALCALDE,Alcaldía Municipal,1818,1
LERIDA CENTRO DE DESARROLLO REGIONAL - FIRMES POR LERIDA,Alcaldía Municipal,3122,1
LERIDA CENTRO DE DESARROLLO REGIONAL - FIRMES POR LERIDA,Concejo Municipal,864,12
LIBERAL DEL PROGRESO,Camara de Representantes,226,24
LIBERAL FRENTE DEMOCRATICO,Concejo Municipal,9237,972
LIBERALES UNIDOS POR EL PROGRESO DE UNE,Alcaldía Municipal,877,1
LIBERCON,Alcaldía Municipal,2750,2
LIBERCON UNIDOS POR EL PARAMO,Alcaldía Municipal,1262,1
LIBRES,Alcaldía Municipal,90288,1
LIBRES,Concejo Municipal,38180,40
LIDERES EN ACCION LEA,Concejo Municipal,759,10
LO QUE LA GENTE QUIERE,Alcaldía Municipal,4664,1
LO QUE VIENE ES MEJOR,Alcaldía Municipal,3497,1
LOGRAMOS UNIRNOS POR EL CAMBIO DE PURIFICACION,Concejo Municipal,1113,14
LOS ANDES ADELANTE,Alcaldía Municipal,2638,1
LOS PALENKES - BELLAVISTA - CH,C??mara de Representantes,3337,2917
LOS PATIOS SOMOS TODOS,Alcaldía Municipal,16395,1
LUCHAMOS POR GIRARDOT,Alcaldía Municipal,5316,1
MACEO UNIDOS PARA EL CAMBIO,Alcaldía Municipal,247,1
MACROREGION DE LA AMAZONIA,C??mara de Representantes,3984,2638
MANDATO AMBIENTAL,Senado,14825,1533
MARCANDO LA DIFERENCIA,Alcaldía Municipal,4325,2
MARCANDO LA DIFERENCIA,Alcaldia,533,1
MARINILLA EN ACCION,Concejo Municipal,1103,14
MARINILLA SOMOS TODOS,Alcaldía Municipal,15195,1
MARKANDO LA DIFERENCIA POR PROVIDENCIA Y SANTA CATALINA,Alcaldía Municipal,1425,1
MAS POR ACACIAS,Alcaldía Municipal,5486,1
MAS POR ACACIAS,Concejo Municipal,2387,15
MAS POR PROVIDENCIA Y SANTA CATALINA,Alcaldía Municipal,1464,1
MASAI,C??mara de Representantes,13128,5070
MEJORES TIEMPOS PARA HOBO,Alcaldía Municipal,1768,1
MESA PLURIPARTIDISTA,Alcaldía Municipal,3264,1
MI GENTE,Gobernaci??n,19680,23
MOGOTES SOMOS TODOS,Alcaldía Municipal,1253,1
MOGOTES SOMOS TODOS,Concejo Municipal,566,12
MONTERIA ADELANTE,Alcaldía Municipal,83580,1
MORELIA PROSPERA Y TURISTICA,Alcaldía Municipal,1422,1
MOVIDA POR SINCELEJO,Concejo Municipal,7675,17
MOVILIDAD SEGURA,Concejo Municipal,1717,16
"MOVIMIENTO "" SOMOS LIBRES""",Presidencia Primera Vuelta,4365,1125
MOVIMIENTO 1,Alcaldía Municipal,1717,1
MOVIMIENTO 19 DE ABRIL,Alcaldía Municipal,167053,53
MOVIMIENTO 19 DE ABRIL,Asamblea Departamental,88120,1950
MOVIMIENTO 19 DE ABRIL,Concejo Municipal,29795,210
MOVIMIENTO 19 DE ABRIL,Presidencia Primera Vuelta,15961,1084
MOVIMIENTO 19 DE ABRIL,Presidencia,10987,1147
MOVIMIENTO 19 DE ABRIL,Camara de Representantes,10722,758
MOVIMIENTO 19 DE ABRIL,Gobernaci??n,5609,114
MOVIMIENTO 19 DE ABRIL,Senado,5459,2156
MOVIMIENTO 19 DE ABRIL,C??mara de Representantes,688,115
MOVIMIENTO 98,Senado,46647,2166
MOVIMIENTO 98,Camara de Representantes,8840,2
MOVIMIENTO ADELANTE VALLEDUPAR,Alcaldía Municipal,32779,1
MOVIMIENTO ADELANTE VALLEDUPAR,Concejo Municipal,10672,20
MOVIMIENTO AFROAMBIENTAL COLOMBIANO,C??mara de Representantes,2176,510
MOVIMIENTO AFROCOLOMBIANO SOCIOAMBIENTALISTA - MACOAS,C??mara de Representantes,1509,465
MOVIMIENTO AGRO-INDUSTRIAL NACIONAL,Senado,18974,2092
MOVIMIENTO AGROPECUARIO COLOMBIANO - MAC,Senado,3380,2156
MOVIMIENTO AGROPECUARIO COLOMBIANO - MAC,Camara de Representantes,1503,80
MOVIMIENTO ALIANZA PARA EL DESARROLLO,Alcaldía Municipal,3195,1
MOVIMIENTO ALIANZA PARA EL DESARROLLO,Concejo Municipal,1118,7
MOVIMIENTO ALIANZA SOCIAL AFROCOLOMBIANA - ASA,Concejo Municipal,94735,975
MOVIMIENTO ALIANZA SOCIAL AFROCOLOMBIANA - ASA,Alcaldía Municipal,90938,81
MOVIMIENTO ALIANZA SOCIAL AFROCOLOMBIANA - ASA,Gobernaci??n,35013,154
MOVIMIENTO ALIANZA SOCIAL AFROCOLOMBIANA - ASA,C??mara de Representantes,18564,2714
MOVIMIENTO ALIANZA SOCIAL AFROCOLOMBIANA - ASA,Presidencia Primera Vuelta,14847,1070
MOVIMIENTO ALIANZA SOCIAL AFROCOLOMBIANA - ASA,Asamblea Departamental,12110,738
MOVIMIENTO ALIANZA SOCIAL AFROCOLOMBIANA - ASA,Senado,11636,1740
MOVIMIENTO ALIANZA SOCIAL INDIGENA - ASI,Alcaldía Municipal,1293181,288
MOVIMIENTO ALIANZA SOCIAL INDIGENA - ASI,Concejo Municipal,730516,6316
MOVIMIENTO ALIANZA SOCIAL INDIGENA - ASI,Asamblea Departamental,382723,10337
MOVIMIENTO ALIANZA SOCIAL INDIGENA - ASI,Senado,328228,22397
MOVIMIENTO ALIANZA SOCIAL INDIGENA - ASI,C??mara de Representantes,293707,8966
MOVIMIENTO ALIANZA SOCIAL INDIGENA - ASI,Gobernaci??n,221702,293
MOVIMIENTO ALIANZA SOCIAL INDIGENA - ASI,Presidencia,146583,1170
